华为
京信通信
摩比发展
通宇通讯
东山精密
康普
凯瑟琳
虹信通信
盛路通信
亨鑫科技
飞荣达
恩智浦
安普隆
英飞凌
三安光电
海特高新
武汉凡谷
大富科技
摩比发展
灿勤
东山精密
风华高科
中光防雷
飞荣达
欣天科技
科创新源
武汉凡谷
深南电路
沪电股份
Finisar
Acacia通讯
光迅科技
中际旭创
新易盛
索尔思
博创科技
天孚通信
长飞光纤光缆
亨通光电
鑫茂科技
烽火通信
中天科技
通鼎互联
特发信息
亨通光电
通鼎互联
中天科技
日海智能
新海宜
华为
中兴通讯
大唐移动
诺基亚
爱立信
三星
华为
中兴通讯
大唐移动
诺基亚
爱立信
三星
华为
中兴通讯
大唐移动
诺基亚
爱立信
日海智能
邦讯技术
京信通信
超讯通信
创意信息
瑞斯康达
中国铁塔
华体科技
华为
中兴通讯
烽火通信
上海诺基亚贝尔
华为
中兴通讯
烽火通信
紫光股份
星网锐捷
工业富联
诺基亚
爱立信
惠普
瑞斯康达
世纪鼎利
三维通信
三元达
邦讯技术
国脉科技
华星创业
中国通信服务
中移建设
海路通信
宜通世纪
中富通
超讯通信
中通国脉
信维通信
麦捷科技
春兴精工
天音控股
爱施德
立讯精密
硕贝德
三安光电
